unique_row,year,age,term,difficulty,block,macro_topic,topic,small_step_num,small_step_num_in_topic,small_step_name,ss_wr_desc,ss_desc,small_step_id,small_step_key,year_order,term_order,topic_order,source_row_index,legacy_step_position
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1160,9,Independent events,"In this small step, students explore independent events. It can be helpful to introduce the idea through a sample space diagram, for example for rolling two dice, where all possible outcomes can be listed and favourable cases counted. Draw students’ attention to how this method produces the same result as multiplying the separate probabilities, for example 1 2 × 1 6 = 1 12 for rolling an even number on one dice and a 5 on the other. Making this connection explains why multiplication is used for independent events and helps to link different approaches. Encourage students to express probabilities as both fractions and decimals, supporting fluency and making comparisons easier. Using diagrams provides opportunities for students to develop accurate reasoning. Misconceptions and common errors • Students may think that “independent” means that the probabilities are equal, rather than that one outcome does not affect the other. • Students may confuse independent with mutually exclusive events, not recognising that mutually exclusive outcomes cannot happen together. National Curriculum links • Generate theoretical sample spaces for single and combined events with equally likely, mutually exclusive outcomes and use these to calculate theoretical probabilities Mathematical talk • What does “independent event” mean? • Give an example of two events that are independent. • Can two events be independent if one is much more likely than the other? • If I roll one dice and you roll another, does my result affect yours? Explain your answer. • How is independence different from fairness? • Can an event be unfair but still independent? Give an example. • Can two independent events happen at the same time? Explain your answer. • Can two mutually exclusive events happen at the same time? Explain your answer. • How does this difference change how you calculate their probabilities? • If the probability of winning a game is 0.3, what is the probability of winning twice in a row? Independent events Year 9 | Summer term | Block 3 – Sets and probability | Step 9",,Year 9_13-14_Summer__Sets and probability_9_Independent events,year-9__13-14__summer__blank__sets-and-probability__9__independent-events,9,3,3,152,9
Year9SummerSetsandprobability,Year 9,13-14,Summer,,2,Sets and probability,Sets and probability,1161,10,Probabilities from Venn diagrams,"In this small step, students explore probabilities using Venn diagrams. Recap the regions of a Venn diagram, clarifying how each represents a distinct group within the data. Draw students’ attention to how probabilities are calculated, by comparing the number of outcomes in a region with the total represented by the diagram. If appropriate, students could explore the “given that” clause, finding the probability of one event when another is already known to have occurred. This introduces conditional probability in a structured way and highlights how Venn diagrams make relationships between events visual. Misconceptions and common errors • Students may omit elements written outside the circles. • Students may forget to include the intersection when calculating the probability of “A or B”. • Students may think that the total in the denominator should be the sum of the two circles, rather than the overall total. • When answering “given that” questions, students may use the total population instead of restricting it to the given condition. National Curriculum links • Enumerate sets and unions/intersections of sets systematically, using tables, grids and Venn diagrams Mathematical talk • What does each circle represent? • What does the intersection represent? • What is the universal set? • What does the region outside the circles represent? • How can you tell from the Venn diagram which elements are prime numbers? • How can you tell from the Venn diagram how many elements there are in total? • When calculating a probability, what does the numerator represent? What does the denominator represent? • How do the words “and” and “or” relate to set notation and regions on a Venn diagram? • What is meant by the probability of A given that B has happened? Which region represents the numerator/ denominator? Probabilities from Venn diagrams Year 9 | Summer term | Block 3 – Sets and probability | Step 10",,Year 9_13-14_Summer__Sets and probability_10_Probabilities from Venn diagrams,year-9__13-14__summer__blank__sets-and-probability__10__probabilities-from-venn-diagrams,9,3,3,152,10
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1162,1,Enlargement (positive scale factor),Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Transformations_1_Enlargement (positive scale factor),year-9__13-14__summer__blank__transformations__1__enlargement-positive-scale-factor,9,3,4,153,1
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1163,2,Enlargement from a point (positive scale factor),Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Transformations_2_Enlargement from a point (positive scale factor),year-9__13-14__summer__blank__transformations__2__enlargement-from-a-point-positive-scale-factor,9,3,4,153,2
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1164,3,Enlargement (fractional scale factor),Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Transformations_3_Enlargement (fractional scale factor),year-9__13-14__summer__blank__transformations__3__enlargement-fractional-scale-factor,9,3,4,153,3
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1165,4,Enlargement (negative scale factor) (E),Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Transformations_4_Enlargement (negative scale factor) (E),year-9__13-14__summer__blank__transformations__4__enlargement-negative-scale-factor-e,9,3,4,153,4
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1166,5,Describe an enlargement,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Transformations_5_Describe an enlargement,year-9__13-14__summer__blank__transformations__5__describe-an-enlargement,9,3,4,153,5
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1167,6,Rotation about a point,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Transformations_6_Rotation about a point,year-9__13-14__summer__blank__transformations__6__rotation-about-a-point,9,3,4,153,6
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1168,7,Describe a rotation,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Transformations_7_Describe a rotation,year-9__13-14__summer__blank__transformations__7__describe-a-rotation,9,3,4,153,7
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1169,8,Translation,Updated May 2026,Updated May 2026,Year 9_13-14_Summer__Transformations_8_Translation,year-9__13-14__summer__blank__transformations__8__translation,9,3,4,153,8
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1170,9,Describe a translation,"In this small step, students describe a translation using a column vector. Encourage students to identify a pair of corresponding vertices, then model how to calculate the horizontal and vertical movements needed to map one onto the other. Reinforce that the order is important, with the horizontal movement being written as the top value in the vector and the vertical movement below. Emphasise that the same vector applies to every vertex of the shape, not just the pair chosen. Misconceptions and common errors • Students may use words instead of a column vector. • Students may incorrectly write the column vector as a coordinate or fraction. • Students may write the column vector incorrectly, for example ( 2 3 ) rather than ( 3 2 ) , or ( 5 2 ) instead of (−5 −2) . • Students may describe a translation in the wrong order, for example describing the transformation of shape B to shape A, rather than shape A to shape B. • Students may struggle to interpret translations with column vectors of the form ( 0 a ) or ( b 0 ) . National Curriculum links • Identify properties of, and describe the results of, translations, rotations and reflections applied to given figures Mathematical talk • How can you describe the translation in words? How can you write this as a column vector? • Do you need any more information to describe a translation? • Which value in a column vector describes the horizontal movement? • Which value in a column vector describes the vertical movement? • How do you write a translation of 2 units left as a column vector? • How do you write a translation of 3 units down as a column vector? • If the translation vector from shape A to shape B is , what is the translation vector from shape B to shape A? • How can you check that your description is accurate? Describe a translation Year 9 | Summer term | Block 4 – Transformations | Step 9",,Year 9_13-14_Summer__Transformations_9_Describe a translation,year-9__13-14__summer__blank__transformations__9__describe-a-translation,9,3,4,153,9
Year9SummerTransformations,Year 9,13-14,Summer,,3,Transformations,Transformations,1171,10,Reflection,"In this small step, students build on their understanding from Year 8, completing and describing reflections in horizontal, vertical and diagonal lines. Some students may not yet have encountered reflections in lines expressed algebraically, or fully described reflections, as these are covered in extend steps in Year 8 Recap how to identify equations of vertical, horizontal and diagonal lines, as this underpins both drawing and describing reflections. Emphasise that a full description must include both the fact that it is a reflection and the equation of the mirror line. As with previous transformations, tracing paper is a useful tool. Misconceptions and common errors • Students may not use the perpendicular distance between vertices and a diagonal mirror line. • Students may draw an incorrect reflection when a shape crosses one of the axes. • Students may incorrectly plot lines of the form y = a and x = b, resulting in an incorrect reflection. • Students may use non-mathematical vocabulary to describe a reflection, such as “flip” or “mirror”, rather than “reflect”. National Curriculum links • Identify properties of, and describe the results of, translations, rotations and reflections applied to given figures • Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric Mathematical talk • What does “reflection” mean? • How far is each vertex of the object from the mirror line? • What information do you need to describe a reflection fully? • Is the line x = 4 horizontal or vertical? Explain how you know. • What is the equation of the line? Explain how you know. • Which points lie on the line y = x? • What is the difference between reflecting in the line y = x and in the line y = −x? • Can two different lines of reflection produce the same image? Explain your answer. • How do you know whether a vertex on an image will lie on a line of reflection? Reflection Year 9 | Summer term | Block 4 – Transformations | Step 10",,Year 9_13-14_Summer__Transformations_10_Reflection,year-9__13-14__summer__blank__transformations__10__reflection,9,3,4,153,10
